                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    143,                0.94811,                0.60085,                0.97609,                0.79906,                0.70991,                 0.7609,                0.46199,                 1.5256,                 1.0412,                 1.3001,             0.00048604,             0.00048604,             0.00048604
                    144,                0.95735,                0.58537,                0.97995,                 0.8219,                0.72778,                0.78393,                0.47679,                 1.5251,                 0.9976,                 1.2886,             0.00048304,             0.00048304,             0.00048304
                    145,                0.96425,                0.60137,                0.97363,                0.80284,                0.73513,                0.78259,                0.46811,                 1.5154,                 1.0265,                 1.2958,             0.00048004,             0.00048004,             0.00048004
                    146,                0.96379,                0.60638,                0.98042,                0.81469,                0.68656,                0.75177,                0.45306,                 1.5182,                 1.0859,                 1.2826,             0.00047704,             0.00047704,             0.00047704
                    147,                0.96097,                0.59323,                0.98026,                0.75072,                0.71127,                0.73992,                0.44496,                 1.5489,                  1.101,                 1.2954,             0.00047404,             0.00047404,             0.00047404
                    148,                 0.9313,                0.58867,                 0.9661,                0.80178,                0.70565,                 0.7748,                 0.4639,                 1.5302,                 1.0206,                  1.305,             0.00047104,             0.00047104,             0.00047104
                    149,                0.93148,                0.59443,                0.97755,                0.79857,                0.71391,                0.76656,                0.46012,                 1.5272,                 1.0143,                 1.3074,             0.00046804,             0.00046804,             0.00046804
                    150,                 0.9683,                0.59554,                0.97461,                0.77639,                0.71979,                0.75298,                0.43668,                 1.5543,                 1.0579,                 1.3385,             0.00046504,             0.00046504,             0.00046504
                    151,                0.94971,                0.59148,                0.97278,                0.85272,                0.66464,                0.76334,                0.45724,                 1.5388,                 1.0483,                  1.323,             0.00046204,             0.00046204,             0.00046204
                    152,                0.95639,                0.59252,                0.97541,                0.82354,                0.68793,                0.76208,                0.46239,                 1.5213,                 1.0141,                 1.3026,             0.00045904,             0.00045904,             0.00045904
                    153,                0.93631,                0.59157,                0.97154,                0.81302,                0.68738,                0.75731,                0.45908,                 1.5528,                 1.0608,                 1.3241,             0.00045605,             0.00045605,             0.00045605
                    154,                0.92821,                0.57826,                0.96836,                0.83604,                0.70515,                0.77281,                0.46312,                 1.5422,                 1.0368,                 1.3194,             0.00045305,             0.00045305,             0.00045305
                    155,                0.91873,                0.58315,                0.96235,                0.81251,                0.70145,                0.75671,                0.46243,                 1.5259,                 1.0152,                 1.3103,             0.00045005,             0.00045005,             0.00045005
                    156,                0.93082,                0.57701,                0.95622,                0.84214,                0.69285,                0.75587,                0.46328,                 1.4979,                 1.0408,                 1.2943,             0.00044705,             0.00044705,             0.00044705
                    157,                0.92373,                 0.5794,                0.96459,                0.84729,                0.69453,                0.76293,                 0.4731,                 1.5127,                 1.0104,                 1.3036,             0.00044405,             0.00044405,             0.00044405
                    158,                0.94171,                0.57623,                0.96472,                0.85167,                0.69941,                 0.7676,                0.46923,                 1.5167,                 1.0583,                 1.3051,             0.00044105,             0.00044105,             0.00044105
                    159,                0.92046,                0.57887,                0.96079,                0.83091,                0.73412,                0.77848,                0.46867,                 1.5122,                 1.0174,                 1.3017,             0.00043805,             0.00043805,             0.00043805
                    160,                0.93231,                0.58444,                0.96226,                0.82035,                0.69546,                0.75581,                0.45852,                 1.5124,                 1.0214,                 1.3097,             0.00043505,             0.00043505,             0.00043505
                    161,                0.91802,                0.58527,                0.97248,                0.84464,                0.67681,                  0.766,                0.46222,                 1.5122,                  1.029,                 1.2989,             0.00043205,             0.00043205,             0.00043205
                    162,                0.93581,                0.58254,                0.96251,                0.82968,                0.70842,                0.76122,                0.45454,                 1.5219,                 1.0199,                 1.3032,             0.00042905,             0.00042905,             0.00042905
                    163,                 0.9438,                 0.5877,                0.96467,                0.82334,                0.73112,                0.76634,                 0.4531,                 1.5099,                 1.0231,                 1.2963,             0.00042605,             0.00042605,             0.00042605
                    164,                0.89831,                0.56746,                0.95215,                0.83305,                 0.6755,                0.75326,                0.46039,                 1.5175,                 1.0014,                  1.302,             0.00042305,             0.00042305,             0.00042305
                    165,                0.91289,                0.57534,                0.96059,                0.81225,                0.72163,                0.76447,                0.46101,                 1.5017,                 1.0244,                 1.3009,             0.00042005,             0.00042005,             0.00042005
                    166,                0.92924,                0.58424,                0.96389,                0.84032,                 0.6757,                0.74537,                0.45639,                  1.527,                 1.0637,                 1.3205,             0.00041705,             0.00041705,             0.00041705
                    167,                0.94662,                0.58488,                0.97134,                0.82168,                0.71652,                0.77051,                0.46669,                 1.5072,                 1.0297,                 1.2883,             0.00041405,             0.00041405,             0.00041405
                    168,                0.90293,                0.57025,                0.95109,                0.81432,                0.71468,                0.77385,                0.46571,                 1.5093,                 1.0317,                 1.2921,             0.00041105,             0.00041105,             0.00041105
                    169,                0.91115,                0.56101,                0.95233,                0.82148,                0.69463,                0.75784,                 0.4436,                 1.5307,                  1.062,                 1.3088,             0.00040805,             0.00040805,             0.00040805
                    170,                0.92819,                0.56972,                0.96028,                0.81812,                0.71059,                 0.7647,                0.44975,                 1.5557,                 1.0377,                 1.3249,             0.00040505,             0.00040505,             0.00040505
                    171,                0.92394,                0.56479,                0.96244,                0.81893,                0.70437,                0.75874,                0.44671,                 1.5629,                  1.036,                 1.3294,             0.00040205,             0.00040205,             0.00040205
                    172,                0.91996,                0.56029,                0.95617,                0.82449,                 0.7035,                0.76772,                0.44921,                 1.5386,                 1.0435,                 1.3236,             0.00039905,             0.00039905,             0.00039905
                    173,                0.91319,                0.56489,                0.96076,                0.82463,                0.70682,                0.76444,                0.45173,                 1.5445,                 1.0483,                 1.3182,             0.00039605,             0.00039605,             0.00039605
                    174,                0.90814,                0.56237,                0.95546,                 0.8445,                0.69538,                0.76347,                0.46054,                 1.5346,                 1.0316,                 1.3036,             0.00039305,             0.00039305,             0.00039305
                    175,                0.90681,                  0.559,                0.96242,                0.83468,                0.67784,                0.76069,                0.45667,                 1.5374,                 1.0211,                 1.3073,             0.00039005,             0.00039005,             0.00039005
                    176,                0.90287,                0.55197,                0.95321,                 0.8673,                0.66583,                0.75806,                0.45692,                 1.5362,                 1.0227,                 1.3061,             0.00038705,             0.00038705,             0.00038705
                    177,                0.89126,                0.55562,                0.95781,                0.80701,                0.68912,                0.75333,                0.45555,                 1.5207,                 1.0227,                 1.2993,             0.00038405,             0.00038405,             0.00038405
                    178,                0.88504,                0.55228,                0.95383,                0.79482,                0.71928,                0.76151,                0.45981,                 1.5092,                 1.0393,                 1.2993,             0.00038105,             0.00038105,             0.00038105
                    179,                0.87855,                0.54659,                0.94434,                0.81321,                 0.7139,                0.76169,                0.45665,                  1.527,                 1.0639,                 1.3197,             0.00037805,             0.00037805,             0.00037805
                    180,                0.90196,                0.55526,                 0.9524,                0.78715,                0.71186,                  0.754,                0.45523,                 1.5106,                  1.042,                 1.3093,             0.00037505,             0.00037505,             0.00037505
                    181,                0.89767,                0.54771,                0.94297,                0.83006,                0.69127,                0.75926,                0.45898,                 1.5154,                 1.0254,                 1.3027,             0.00037205,             0.00037205,             0.00037205
                    182,                0.88637,                0.54512,                0.94662,                 0.8588,                 0.6963,                 0.7738,                0.46472,                 1.5121,                 1.0444,                 1.3066,             0.00036905,             0.00036905,             0.00036905
                    183,                0.91856,                0.55577,                0.94949,                0.86141,                0.67308,                0.76888,                0.46093,                 1.5182,                 1.0311,                 1.3044,             0.00036605,             0.00036605,             0.00036605
                    184,                0.88099,                0.55575,                0.94989,                0.84549,                0.68701,                0.75897,                0.45949,                 1.5057,                 1.0027,                 1.2964,             0.00036305,             0.00036305,             0.00036305
                    185,                0.88832,                0.54812,                0.94853,                0.83178,                0.69163,                0.75883,                 0.4693,                 1.4956,                 1.0486,                 1.2857,             0.00036005,             0.00036005,             0.00036005
                    186,                0.90249,                0.55122,                 0.9525,                 0.8287,                0.69006,                0.75631,                0.46039,                 1.5192,                 1.0363,                 1.3171,             0.00035706,             0.00035706,             0.00035706
                    187,                0.88174,                0.55236,                0.95186,                0.81875,                0.71615,                0.76448,                0.46212,                 1.5253,                 1.0172,                 1.3222,             0.00035406,             0.00035406,             0.00035406
                    188,                0.89511,                0.55616,                0.95503,                 0.8432,                0.70099,                0.76713,                0.46059,                  1.521,                 1.0436,                 1.3036,             0.00035106,             0.00035106,             0.00035106
                    189,                 0.8847,                0.55248,                0.94692,                0.83206,                0.68307,                0.76172,                0.46411,                 1.5182,                 1.0681,                 1.2972,             0.00034806,             0.00034806,             0.00034806
                    190,                0.87833,                0.54042,                0.94483,                0.78773,                 0.7197,                0.76857,                0.47199,                 1.4926,                  1.023,                 1.2972,             0.00034506,             0.00034506,             0.00034506
                    191,                0.87552,                 0.5319,                0.94203,                0.83688,                0.68939,                0.76568,                0.46693,                 1.4941,                 1.0135,                 1.2907,             0.00034206,             0.00034206,             0.00034206
                    192,                0.88085,                0.53878,                0.94574,                0.83486,                0.69535,                0.76088,                0.46279,                 1.5189,                 1.0325,                 1.2997,             0.00033906,             0.00033906,             0.00033906
                    193,                0.87471,                0.54618,                0.95294,                0.85271,                0.67935,                0.75483,                0.46095,                 1.5355,                 1.0253,                 1.3154,             0.00033606,             0.00033606,             0.00033606
                    194,                 0.9067,                0.55219,                0.95309,                0.83151,                 0.7025,                0.75966,                0.46743,                 1.5325,                 1.0501,                 1.3187,             0.00033306,             0.00033306,             0.00033306
